Name,Age,Purchase Amount,Date,Time
Norman Butler,19,67.43,02-07-2023,19:15:24
William Owen,57,96.9,02-07-2023,19:15:24
Nicole Alligood,20,32.64,02-07-2023,19:15:24
Connie Johnson,54,56.51,02-07-2023,19:15:24
Dora Freeman,19,45.53,02-07-2023,19:15:24
James Burnside,21,36.52,02-07-2023,19:15:24
Linda Landry,49,41.24,02-07-2023,19:15:24
Margaret Bradford,51,47.49,02-07-2023,19:15:24
Linda Korczynski,21,40.0,02-07-2023,19:15:24
Elias Howard,28,70.91,02-07-2023,19:15:24
Marguerite Pickering,60,82.5,02-07-2023,19:15:24
George Conley,60,82.28,02-07-2023,19:15:24
Juan Mcfall,58,27.93,02-07-2023,19:15:24
Aubrey Waters,62,49.62,02-07-2023,19:15:24
Kevin Warren,19,27.39,02-07-2023,19:15:24
Steven Wilson,44,59.93,02-07-2023,19:15:24
Carol Marshall,42,64.89,02-07-2023,19:15:24
Flora Hirt,62,29.08,02-07-2023,19:15:24
Emily Dodson,20,20.89,02-07-2023,19:15:24
Vicente Parmley,23,59.28,02-07-2023,19:15:24
Gary Decaire,47,45.96,02-07-2023,19:15:24
Martha Charlot,25,84.43,02-07-2023,19:15:24
April Bonenfant,44,34.12,02-07-2023,19:15:24
Myrna Thomen,58,93.46,02-07-2023,19:15:24
Robert Schulz,23,44.19,02-07-2023,19:15:24
Betty Whitley,62,25.5,02-07-2023,19:15:24
William Clayborne,57,91.81,02-07-2023,19:15:24
Ronald Stackhouse,30,77.89,02-07-2023,19:15:24
Beth Broenneke,35,67.53,02-07-2023,19:15:24
Thelma Phillips,32,88.6,02-07-2023,19:15:24
John Ellis,32,94.82,02-07-2023,19:15:24
Linda Rubin,62,21.18,02-07-2023,19:15:24
Christine Nolen,56,44.97,02-07-2023,19:15:24
Philip Hollander,52,38.92,02-07-2023,19:15:24
Sandra Holman,37,68.31,02-07-2023,19:15:24
Don Ballinger,53,97.8,02-07-2023,19:15:24
Earnest Quince,52,28.7,02-07-2023,19:15:24
Martha Wilson,32,31.98,02-07-2023,19:15:24
Ida Neiman,46,74.5,02-07-2023,19:15:24
Breanna Sera,56,78.03,02-07-2023,19:15:24
Ryan Collins,27,90.03,02-07-2023,19:15:24
Vern Pruitt,50,49.69,02-07-2023,19:15:24
Patricia Wood,51,85.96,02-07-2023,19:15:24
Michael Abdul,21,38.5,02-07-2023,19:15:24
Florence Mcgraw,51,87.61,02-07-2023,19:15:24
Michael Hurley,40,24.94,02-07-2023,19:15:24
Henry Owens,21,30.3,02-07-2023,19:15:24
Valencia Wiley,40,87.65,02-07-2023,19:15:24
Justin Hall,48,90.71,02-07-2023,19:15:24
Vera Grimshaw,61,66.73,02-07-2023,19:15:24
Rudolph Baker,30,37.64,02-07-2023,19:15:24
Richard Nelson,48,80.8,02-07-2023,19:15:24
Charlotte Best,25,42.86,02-07-2023,19:15:24
Enola Moore,60,32.69,02-07-2023,19:15:24
Michael Casad,63,37.52,02-07-2023,19:15:24
Monica Porter,61,29.98,02-07-2023,19:15:24
Ann Sandell,57,24.1,02-07-2023,19:15:24
Jeremy Douglass,36,96.35,02-07-2023,19:15:24
Vernon Trudel,45,44.11,02-07-2023,19:15:24
Shannon Mittendorf,47,92.31,02-07-2023,19:15:24
Christine Fisher,21,70.14,02-07-2023,19:15:24
Jimmy Brown,25,59.29,02-07-2023,19:15:24
Kenneth Hicks,57,26.87,02-07-2023,19:15:24
Juanita Blair,45,31.24,02-07-2023,19:15:24
Joseph Cortez,23,41.07,02-07-2023,19:15:24
Robert Collingwood,33,71.98,02-07-2023,19:15:24
Camilla Haddock,21,96.69,02-07-2023,19:15:24
Troy Shehan,22,94.8,02-07-2023,19:15:24
Juan Benauides,32,46.47,02-07-2023,19:15:24
Juan Thompson,47,60.99,02-07-2023,19:15:24
Peter Fain,39,56.0,02-07-2023,19:15:25
Doris Oshea,35,66.26,02-07-2023,19:15:25
Charles Schmidt,25,71.51,02-07-2023,19:15:25
Jean Erich,58,31.8,02-07-2023,19:15:25
Beverly Jerome,21,69.01,02-07-2023,19:15:25
Edward Totten,37,78.9,02-07-2023,19:15:25
Daniel Roberts,43,65.61,02-07-2023,19:15:25
Jacob Kelly,18,34.53,02-07-2023,19:15:25
Jessie Stephenson,36,26.57,02-07-2023,19:15:25
Anthony Chisholm,46,32.4,02-07-2023,19:15:25
Sadie Brunner,58,36.57,02-07-2023,19:15:25
Anthony Rogers,40,79.83,02-07-2023,19:15:25
Hugo Gibbons,58,41.95,02-07-2023,19:15:25
Dana Cox,62,81.81,02-07-2023,19:15:25
Javier Meadows,27,65.84,02-07-2023,19:15:25
Charles Watts,39,28.95,02-07-2023,19:15:25
Kenneth Henderson,37,77.73,02-07-2023,19:15:25
Isabel Malcom,37,58.21,02-07-2023,19:15:25
Frances Smith,60,44.36,02-07-2023,19:15:25
Timothy Winn,47,95.85,02-07-2023,19:15:25
Daphne Esparza,51,56.91,02-07-2023,19:15:25
Charles Vanstee,59,32.16,02-07-2023,19:15:25
Ivory Walters,52,72.74,02-07-2023,19:15:25
Brittany Boudreaux,24,29.66,02-07-2023,19:15:25
Regina Mullins,62,91.08,02-07-2023,19:15:25
Lakeisha Lino,33,34.35,02-07-2023,19:15:25
Joseph Everett,52,46.49,02-07-2023,19:15:25
Keith Gonzales,65,27.24,02-07-2023,19:15:25
Antone Miller,43,43.48,02-07-2023,19:15:25
Roger Bode,55,26.86,02-07-2023,19:15:25
James Thurman,35,95.35,02-07-2023,19:15:25
Georgia Little,56,48.65,02-07-2023,19:15:25
Leona Lavoy,23,68.78,02-07-2023,19:15:25
Charles Carrillo,53,74.53,02-07-2023,19:15:25
Julie Maxwell,30,60.35,02-07-2023,19:15:25
Harold Hagar,55,92.86,02-07-2023,19:15:25
Karen Hupp,19,99.25,02-07-2023,19:15:25
Keith Lee,56,70.82,02-07-2023,19:15:25
Jim Nivens,43,57.05,02-07-2023,19:15:25
Maria Cherian,24,25.63,02-07-2023,19:15:25
Gloria Thorpe,45,31.78,02-07-2023,19:15:25
Adrienne Crow,51,65.13,02-07-2023,19:15:25
Tamara Hockenberry,28,58.26,02-07-2023,19:15:25
Terry Grover,44,67.55,02-07-2023,19:15:25
Glenn Kuhns,19,52.47,02-07-2023,19:15:25
Donna Hamilton,30,86.75,02-07-2023,19:15:25
Michael Ward,61,73.1,02-07-2023,19:15:25
Roberto Fazio,22,29.1,02-07-2023,19:15:25
Todd Cazares,35,90.19,02-07-2023,19:15:25
Bertha Gonzalez,54,94.56,02-07-2023,19:15:25
Victor Davis,29,35.95,02-07-2023,19:15:25
Amelia Jackson,24,76.38,02-07-2023,19:15:25
William Miller,21,32.92,02-07-2023,19:15:25
Hazel Jackson,46,88.51,02-07-2023,19:15:25
George Hammond,49,61.47,02-07-2023,19:15:25
Francis Mobley,33,95.82,02-07-2023,19:15:25
Rose Hancock,37,23.03,02-07-2023,19:15:25
Bernadette Perkins,22,59.2,02-07-2023,19:15:25
Lori Pratt,33,75.45,02-07-2023,19:15:25
Raymond Condren,56,20.37,02-07-2023,19:15:25
Katherine Spivey,60,52.02,02-07-2023,19:15:25
James Cripe,34,70.25,02-07-2023,19:15:25
Carol Lemme,59,79.32,02-07-2023,19:15:25
Lonnie Jackson,23,47.74,02-07-2023,19:15:25
Lavonne Nelson,53,95.11,02-07-2023,19:15:25
Kimberley Haskins,36,54.76,02-07-2023,19:15:25
Etta Vega,48,92.11,02-07-2023,19:15:25
Cheryl Babiarz,56,99.69,02-07-2023,19:15:25
Brenda Watkins,26,89.53,02-07-2023,19:15:25
Michael Terry,33,55.86,02-07-2023,19:15:25
Steven Mayo,56,22.49,02-07-2023,19:15:25
Terisa Bodine,49,37.81,02-07-2023,19:15:25
Kermit Moore,45,45.57,02-07-2023,19:15:25
Thomas Nalepa,56,33.31,02-07-2023,19:15:25
Robert Torres,48,28.54,02-07-2023,19:15:25
Martha Abraham,20,29.1,02-07-2023,19:15:25
Irene Butler,65,63.14,02-07-2023,19:15:25
Eric Collier,29,91.92,02-07-2023,19:15:25
Anna Rivera,32,82.09,02-07-2023,19:15:25
Alysia Oliver,34,27.92,02-07-2023,19:15:25
Linda Johnson,25,27.49,02-07-2023,19:15:25
Yolande Rubin,53,21.72,02-07-2023,19:15:25
Leroy Davis,56,44.92,02-07-2023,19:15:25
Erin Barnett,39,79.88,02-07-2023,19:15:25
Stephen Staples,34,57.71,02-07-2023,19:15:25
Steven Hartzell,35,23.24,02-07-2023,19:15:25
Elizabeth Perez,56,61.43,02-07-2023,19:15:25
Edwin Mellott,19,74.39,02-07-2023,19:15:25
Anthony Ottis,33,24.33,02-07-2023,19:15:25
Robert Schilk,28,90.53,02-07-2023,19:15:25
William Robles,20,77.93,02-07-2023,19:15:25
Marie Beuth,30,32.8,02-07-2023,19:15:25
Scott Puterbaugh,19,25.77,02-07-2023,19:15:25
Mary Welch,62,65.22,02-07-2023,19:15:25
Andrew Harrold,36,94.77,02-07-2023,19:15:25
Keith Anderson,31,53.56,02-07-2023,19:15:25
Harvey Rogal,46,74.68,02-07-2023,19:15:25
Luis Salgado,59,73.94,02-07-2023,19:15:25
Patricia Sadler,34,22.15,02-07-2023,19:15:25
Louis West,24,39.17,02-07-2023,19:15:25
Gabriel Hendrikson,26,61.67,02-07-2023,19:15:25
Barbara Brehm,34,35.29,02-07-2023,19:15:25
Judy Lancaster,51,30.4,02-07-2023,19:15:25
Charles York,23,50.43,02-07-2023,19:15:25
Caroline Durisseau,38,81.12,02-07-2023,19:15:25
Elizabeth Gully,42,39.05,02-07-2023,19:15:25
Alma Aguilar,55,23.82,02-07-2023,19:15:25
Michelle Tyler,52,56.42,02-07-2023,19:15:25
Alvin Duell,37,49.44,02-07-2023,19:15:25
Anthony Rousseau,18,55.91,02-07-2023,19:15:25
Daniel Hruska,25,51.8,02-07-2023,19:15:25
Wesley Levy,55,30.14,02-07-2023,19:15:25
Sherrie Cory,21,78.7,02-07-2023,19:15:25
Gary Overton,33,61.75,02-07-2023,19:15:25
Adrian Popken,39,56.42,02-07-2023,19:15:25
John Bontrager,30,33.36,02-07-2023,19:15:25
Rachel Cosley,28,20.3,02-07-2023,19:15:25
Lucy Harrell,58,86.96,02-07-2023,19:15:25
Carl Brady,65,45.01,02-07-2023,19:15:25
Forrest Lanasa,58,97.45,02-07-2023,19:15:25
Michael Dykes,48,51.29,02-07-2023,19:15:25
Christopher Holland,60,97.9,02-07-2023,19:15:25
Henry Buffkin,59,94.08,02-07-2023,19:15:25
Paul Kinder,32,72.63,02-07-2023,19:15:25
Kennith Huertas,50,95.77,02-07-2023,19:15:25
Marjorie Whalen,55,43.94,02-07-2023,19:15:25
Alice Petrowski,45,47.15,02-07-2023,19:15:25
Janice Desilva,31,57.85,02-07-2023,19:15:25
Christina Shaver,58,58.36,02-07-2023,19:15:25
Jodi White,39,61.52,02-07-2023,19:15:25
Alma Allison,57,41.22,02-07-2023,19:15:25
Maria Jones,25,83.91,02-07-2023,19:15:25
Maria Mathews,32,35.37,02-07-2023,19:15:25
Maria Hill,53,54.09,02-07-2023,19:15:25
Anthony Bowling,31,57.59,02-07-2023,19:15:25
Daryl Stone,20,22.17,02-07-2023,19:15:25
Jessica Wallach,35,49.67,02-07-2023,19:15:25
Donald Watson,46,69.68,02-07-2023,19:15:25
Wallace Deblois,40,40.78,02-07-2023,19:15:25
Teresa Buckman,56,89.44,02-07-2023,19:15:25
Antonio Levesque,45,70.89,02-07-2023,19:15:25
Barry Bahlmann,20,88.65,02-07-2023,19:15:25
Sergio Griess,22,38.64,02-07-2023,19:15:25
Donald Green,25,86.45,02-07-2023,19:15:25
Clyde Campbell,36,97.47,02-07-2023,19:15:25
Henry Lucas,60,23.16,02-07-2023,19:15:25
John Thomas,35,45.1,02-07-2023,19:15:25
Natasha Cox,18,58.66,02-07-2023,19:15:25
Justin Watkins,45,33.35,02-07-2023,19:15:25
Alene Zarate,62,62.97,02-07-2023,19:15:25
Donny Knight,38,97.45,02-07-2023,19:15:25
Kirk Long,25,84.78,02-07-2023,19:15:25
Lisa Evensen,51,98.48,02-07-2023,19:15:25
Vickie Hebert,63,29.03,02-07-2023,19:15:25
Cheryl Young,28,54.33,02-07-2023,19:15:25
Sharon Kissell,59,82.33,02-07-2023,19:15:25
Jo Greene,61,50.89,02-07-2023,19:15:25
Lois Florence,48,81.56,02-07-2023,19:15:25
Ronald Miller,53,38.24,02-07-2023,19:15:25
Christopher Clark,21,43.59,02-07-2023,19:15:25
Whitney Washburn,25,51.97,02-07-2023,19:15:25
Susan Canady,51,91.2,02-07-2023,19:15:25
Andrew Gilliam,54,76.8,02-07-2023,19:15:25
Alfredo Lindquist,42,82.36,02-07-2023,19:15:25
Sandra Ramer,23,89.17,02-07-2023,19:15:25
Kenneth Yoshioka,44,60.21,02-07-2023,19:15:25
Henry Gonzales,59,25.57,02-07-2023,19:15:25
Homer Abbott,51,35.83,02-07-2023,19:15:25
Edward Scott,21,40.72,02-07-2023,19:15:25
Aaron Giles,29,32.42,02-07-2023,19:15:25
Lydia Gibson,51,72.95,02-07-2023,19:15:25
Abraham Reaid,53,49.02,02-07-2023,19:15:25
Lee Gomer,35,59.09,02-07-2023,19:15:25
Bessie Moreno,45,48.36,02-07-2023,19:15:25
Mark Dettman,30,44.19,02-07-2023,19:15:25
Emilia Munoz,42,90.93,02-07-2023,19:15:25
Tim Couts,23,73.39,02-07-2023,19:15:25
Joana Mcdonald,36,89.07,02-07-2023,19:15:25
Troy Montes,31,38.43,02-07-2023,19:15:25
Derek Lyford,61,77.9,02-07-2023,19:15:25
Yolanda Hudson,20,72.79,02-07-2023,19:15:25
August Armitage,23,70.81,02-07-2023,19:15:25
Susan Troendle,18,66.32,02-07-2023,19:15:25
Ahmed Johnston,47,32.68,02-07-2023,19:15:25
Kevin Boulware,47,32.66,02-07-2023,19:15:25
John Chancellor,50,43.0,02-07-2023,19:15:25
Dana Mccafferty,56,94.27,02-07-2023,19:15:25
Barry Crossan,28,29.74,02-07-2023,19:15:25
Darlene Hildebrant,49,69.99,02-07-2023,19:15:25
Kenneth Bruce,46,32.36,02-07-2023,19:15:25
Mathew Edie,41,90.1,02-07-2023,19:15:25
Annie Nichols,37,35.59,02-07-2023,19:15:25
Christina Crockett,35,38.19,02-07-2023,19:15:25
Caroline Jurist,48,99.16,02-07-2023,19:15:25
Pamela Smith,35,79.6,02-07-2023,19:15:25
Henry Goss,33,67.54,02-07-2023,19:15:25
Pamula Cox,36,46.85,02-07-2023,19:15:25
Richard Gingrich,19,62.63,02-07-2023,19:15:25
Eric Rockett,47,84.06,02-07-2023,19:15:25
Robert Goulding,18,26.56,02-07-2023,19:15:25
Jim Akins,25,65.31,02-07-2023,19:15:25
Stephen Escobar,42,55.2,02-07-2023,19:15:25
Keith Angel,52,35.11,02-07-2023,19:15:25
Jean Dale,61,56.75,02-07-2023,19:15:25
Carrie Kaiser,51,81.85,02-07-2023,19:15:25
Christopher Lewis,48,54.19,02-07-2023,19:15:25
Jenifer Rogers,54,85.96,02-07-2023,19:15:25
James Perkins,46,68.04,02-07-2023,19:15:25
Janelle Johnson,25,82.56,02-07-2023,19:15:25
Martha Dalton,64,98.67,02-07-2023,19:15:25
Elliot Dennis,57,59.66,02-07-2023,19:15:25
Peter Saballos,20,22.17,02-07-2023,19:15:25
William Ropp,25,69.07,02-07-2023,19:15:25
David Kleiman,31,84.46,02-07-2023,19:15:25
Michael Bailey,65,71.01,02-07-2023,19:15:25
Linda Solomon,26,60.58,02-07-2023,19:15:25
Joseph Gowins,44,85.49,02-07-2023,19:15:25
Douglas Edmondson,18,47.66,02-07-2023,19:15:25
Matthew Martin,24,43.79,02-07-2023,19:15:25
Martha Abbott,35,35.65,02-07-2023,19:15:25
Williams Griffin,35,73.3,02-07-2023,19:15:25
Carol King,62,49.23,02-07-2023,19:15:25
Susan Minucci,26,88.54,02-07-2023,19:15:25
Bertha Reed,51,97.69,02-07-2023,19:15:25
Jody Delrosario,57,51.69,02-07-2023,19:15:25
Ivette Poynter,54,32.28,02-07-2023,19:15:25
Linda Petty,45,66.72,02-07-2023,19:15:25
Cesar Stowe,44,39.25,02-07-2023,19:15:25
Renee Lindeman,48,68.78,02-07-2023,19:15:25
Janice Alberry,21,72.78,02-07-2023,19:15:25
Steven Smith,26,36.67,02-07-2023,19:15:25
Lucia Drain,52,93.52,02-07-2023,19:15:25
Margaret Johnson,22,44.27,02-07-2023,19:15:25
Patricia Santos,21,58.83,02-07-2023,19:15:25
Kathy Craig,38,26.94,02-07-2023,19:15:25
Joseph Clune,58,35.62,02-07-2023,19:15:25
Joanne Wiley,28,46.81,02-07-2023,19:15:25
Harley Morris,31,42.69,02-07-2023,19:15:25
William Bourg,26,46.05,02-07-2023,19:15:25
Darrell Blankenship,61,32.34,02-07-2023,19:15:25
Agnes Schmid,25,34.83,02-07-2023,19:15:25
Wayne Nelson,26,48.55,02-07-2023,19:15:25
Gonzalo Seeman,33,26.99,02-07-2023,19:15:25
Kim Johnson,60,80.21,02-07-2023,19:15:25
Mayola Davis,37,61.2,02-07-2023,19:15:25
Rosa Vaughn,35,46.02,02-07-2023,19:15:25
Douglas Fowler,47,74.48,02-07-2023,19:15:25
William Hugill,42,76.84,02-07-2023,19:15:26
Yolanda Arnold,44,93.07,02-07-2023,19:15:26
Patricia Kroes,27,67.71,02-07-2023,19:15:26
Billie Truxler,19,82.71,02-07-2023,19:15:26
Erin Henig,52,55.15,02-07-2023,19:15:26
Judith Shorey,53,44.01,02-07-2023,19:15:26
Michelle Riddle,26,92.84,02-07-2023,19:15:26
Don Canavan,46,98.35,02-07-2023,19:15:26
Kevin Campbell,62,99.96,02-07-2023,19:15:26
Jerrica Deramus,55,51.52,02-07-2023,19:15:26
Chet Scholer,46,41.34,02-07-2023,19:15:26
George Martin,60,96.85,02-07-2023,19:15:26
Alexander Elkins,26,99.84,02-07-2023,19:15:26
Gladys Patton,42,71.64,02-07-2023,19:15:26
Pricilla Soule,47,43.33,02-07-2023,19:15:26
Wanda Barr,51,52.6,02-07-2023,19:15:26
Heather Smith,19,45.85,02-07-2023,19:15:26
Ronald Law,52,84.42,02-07-2023,19:15:26
Ernesto Magno,49,87.55,02-07-2023,19:15:26
Maria Buchan,37,81.95,02-07-2023,19:15:26
Richard Norris,25,53.69,02-07-2023,19:15:26
Samuel London,56,31.97,02-07-2023,19:15:26
Richard Sandoval,59,89.23,02-07-2023,19:15:26
Keith Frank,37,70.9,02-07-2023,19:15:26
Mary Mendez,22,74.61,02-07-2023,19:15:26
Mario Collins,48,60.92,02-07-2023,19:15:26
Julia Garcia,20,32.68,02-07-2023,19:15:26
Robin Stoddard,47,33.37,02-07-2023,19:15:26
Lakita Torres,22,86.3,02-07-2023,19:15:26
Noel Michaud,33,46.47,02-07-2023,19:15:26
Helen Griffith,44,83.24,02-07-2023,19:15:26
Richard Nyman,21,27.87,02-07-2023,19:15:26
Laura Miller,19,99.24,02-07-2023,19:15:26
Daniel Johnson,54,28.17,02-07-2023,19:15:26
Richard Shelton,37,28.04,02-07-2023,19:15:26
Patti Todd,60,83.67,02-07-2023,19:15:26
Hugh Sherbert,53,38.8,02-07-2023,19:15:26
Richard Olmstead,48,61.9,02-07-2023,19:15:26
Betty Dannunzio,25,80.87,02-07-2023,19:15:26
Joy Coates,19,95.41,02-07-2023,19:15:26
John Yost,23,22.16,02-07-2023,19:15:26
Leslie Smith,31,54.68,02-07-2023,19:15:26
Martha Tucker,60,35.73,02-07-2023,19:15:26
Mark Gibbs,48,29.65,02-07-2023,19:15:26
Edna Poe,34,69.82,02-07-2023,19:15:26
Tamika Johnson,58,76.35,02-07-2023,19:15:26
Milagros Smith,44,22.96,02-07-2023,19:15:26
Briana Villareal,18,83.6,02-07-2023,19:15:26
Andrew Melton,25,42.88,02-07-2023,19:15:26
Jennifer Noggler,40,60.02,02-07-2023,19:15:26
Ramona Hooker,39,81.17,02-07-2023,19:15:26
Charles Devlin,49,40.99,02-07-2023,19:15:26
Priscilla Griffis,27,63.7,02-07-2023,19:15:26
Royce Stelle,45,99.12,02-07-2023,19:15:26
Omar Kunst,18,67.56,02-07-2023,19:15:26
Andrea Reimer,33,97.56,02-07-2023,19:15:26
Marion March,18,45.8,02-07-2023,19:15:26
Michael Fraser,31,62.45,02-07-2023,19:15:26
Everett Barrios,20,89.15,02-07-2023,19:15:26
Andrea Martin,35,27.68,02-07-2023,19:15:26
Vera Motyka,37,43.74,02-07-2023,19:15:26
Felisha Brown,52,26.22,02-07-2023,19:15:26
Norbert Nguyen,59,47.73,02-07-2023,19:15:26
Margaret Irwin,26,20.3,02-07-2023,19:15:26
Bryan Tuten,22,98.06,02-07-2023,19:15:26
Berniece Bradley,24,75.0,02-07-2023,19:15:26
Paul Ennis,29,73.72,02-07-2023,19:15:26
Marcus Marino,44,31.12,02-07-2023,19:15:26
Emerson Hanson,47,75.91,02-07-2023,19:15:26
Amy Young,57,95.62,02-07-2023,19:15:26
Michael Shannon,51,36.94,02-07-2023,19:15:26
Luz Williams,61,54.02,02-07-2023,19:15:26
Christopher Beam,53,55.37,02-07-2023,19:15:26
James Fuqua,30,56.37,02-07-2023,19:15:26
Ernie Segura,38,99.88,02-07-2023,19:15:26
Yvonne Finkelstein,38,83.38,02-07-2023,19:15:26
Phillip Plack,33,35.58,02-07-2023,19:15:26
Judy Brooks,19,84.92,02-07-2023,19:15:26
David Sims,30,71.73,02-07-2023,19:15:26
Victor Lusher,55,57.77,02-07-2023,19:15:26
Jordan Fischer,65,65.64,02-07-2023,19:15:26
Joan Harris,24,81.9,02-07-2023,19:15:26
Katherine Whalen,24,34.06,02-07-2023,19:15:26
Nancy Foote,25,48.13,02-07-2023,19:15:26
Wendy Roblez,63,52.09,02-07-2023,19:15:26
Joseph Fewell,19,78.09,02-07-2023,19:15:26
Hanna Bunnell,36,85.69,02-07-2023,19:15:26
Rosemary Mosley,45,41.33,02-07-2023,19:15:26
Farah Langhans,24,22.21,02-07-2023,19:15:26
Nathaniel Williams,59,44.02,02-07-2023,19:15:26
Maxine Coyt,21,67.93,02-07-2023,19:15:26
Tara Burton,55,60.87,02-07-2023,19:15:26
William Munger,48,25.45,02-07-2023,19:15:26
Adam Worsham,22,39.27,02-07-2023,19:15:26
David Windmeyer,41,26.39,02-07-2023,19:15:26
Dale Woods,29,89.71,02-07-2023,19:15:26
Elsie Dargis,30,54.64,02-07-2023,19:15:26
Gordon Basso,39,72.04,02-07-2023,19:15:26
Blanche King,49,74.74,02-07-2023,19:15:26
Peter Flores,24,84.64,02-07-2023,19:15:26
Michael Clark,25,58.64,02-07-2023,19:15:26
Gary Attaway,24,75.76,02-07-2023,19:15:26
Trevor Pritchett,31,90.21,02-07-2023,19:15:26
Eleanor Davis,39,70.36,02-07-2023,19:15:26
Jennifer Wingard,20,92.9,02-07-2023,19:15:26
Brian Becker,32,75.88,02-07-2023,19:15:26
Edward Potter,44,23.09,02-07-2023,19:15:26
Shannon Buzzell,54,65.2,02-07-2023,19:15:26
Roy Moody,55,58.12,02-07-2023,19:15:26
George Sinko,51,38.11,02-07-2023,19:15:26
Emily Turner,22,59.02,02-07-2023,19:15:26
Christine Byrd,37,92.27,02-07-2023,19:15:26
James Dinger,46,75.68,02-07-2023,19:15:26
Robert Allen,65,20.37,02-07-2023,19:15:26
Hazel Lewis,61,77.27,02-07-2023,19:15:26
Betty Jenkins,28,51.41,02-07-2023,19:15:26
Frances Miller,33,82.22,02-07-2023,19:15:26
Carl Cruice,45,30.86,02-07-2023,19:15:26
Christopher Johnson,44,46.37,02-07-2023,19:15:26
Bruce Rivard,60,59.35,02-07-2023,19:15:26
Roxanne Fallin,42,55.64,02-07-2023,19:15:26
Stephen Newsome,19,76.17,02-07-2023,19:15:26
Cynthia Wilson,34,30.63,02-07-2023,19:15:26
Douglas San,56,38.7,02-07-2023,19:15:26
Howard Brown,65,85.28,02-07-2023,19:15:26
Daniel Marshall,25,70.1,02-07-2023,19:15:26
Eric Hill,30,99.87,02-07-2023,19:15:26
Gloria Mula,46,59.28,02-07-2023,19:15:26
Steven Purdy,64,96.45,02-07-2023,19:15:26
Irvin Canta,51,24.25,02-07-2023,19:15:26
Shirley Wilhoit,34,81.09,02-07-2023,19:15:26
Kelvin Ali,35,53.31,02-07-2023,19:15:26
Joanne Saenz,26,67.04,02-07-2023,19:15:26
Robert Tillman,40,56.88,02-07-2023,19:15:26
Carl Jones,53,75.64,02-07-2023,19:15:26
Patricia Moscato,19,52.2,02-07-2023,19:15:26
William Mcclure,44,54.4,02-07-2023,19:15:26
Linda Amador,35,95.28,02-07-2023,19:15:26
Gladys Menendez,46,41.23,02-07-2023,19:15:26
Rebecca Vinson,57,68.18,02-07-2023,19:15:26
James Bowman,25,30.64,02-07-2023,19:15:26
Jeffrey Herms,31,32.84,02-07-2023,19:15:26
Charles Barnes,55,44.92,02-07-2023,19:15:26
Alden Jarvis,38,39.67,02-07-2023,19:15:26
Margaret Drummond,21,99.48,02-07-2023,19:15:26
Maria Hull,22,25.23,02-07-2023,19:15:26
Rodrigo Limon,20,48.15,02-07-2023,19:15:26
Carla Holmes,45,60.26,02-07-2023,19:15:26
Brad Cobos,51,53.53,02-07-2023,19:15:26
Troy Echols,41,21.39,02-07-2023,19:15:26
Laura Plummer,51,63.58,02-07-2023,19:15:26
Michelle Matesic,40,39.87,02-07-2023,19:15:26
Alan Martin,57,37.68,02-07-2023,19:15:26
John Lauseng,62,33.66,02-07-2023,19:15:26
Raymond Greer,32,53.04,02-07-2023,19:15:26
Arnold Lawyer,30,37.57,02-07-2023,19:15:26
Virginia Crary,26,21.82,02-07-2023,19:15:26
Kirk Barker,34,75.82,02-07-2023,19:15:26
Nathan Hunderlach,35,59.89,02-07-2023,19:15:26
Barbara Roy,38,28.72,02-07-2023,19:15:26
Major Desai,21,85.45,02-07-2023,19:15:26
Rebecca Wiley,56,20.59,02-07-2023,19:15:26
Bradley Golden,29,80.3,02-07-2023,19:15:26
Colleen Thayer,27,57.37,02-07-2023,19:15:26
Ann Facer,61,21.3,02-07-2023,19:15:26
Margaret Hoffman,35,98.75,02-07-2023,19:15:26
Thomas Wheeler,22,48.85,02-07-2023,19:15:26
Jeffrey Woodson,25,80.43,02-07-2023,19:15:26
Tamika Wheeler,28,52.02,02-07-2023,19:15:26
Velma Clark,35,94.95,02-07-2023,19:15:26
Tracy Ikenberry,43,24.17,02-07-2023,19:15:26
Shawn Cummings,25,93.27,02-07-2023,19:15:26
Greta Trivino,60,85.56,02-07-2023,19:15:26
Caroline Clark,54,67.29,02-07-2023,19:15:26
Joel Langer,19,93.2,02-07-2023,19:15:26
Melvin Woodruff,30,65.87,02-07-2023,19:15:26
Jack Hartman,48,29.17,02-07-2023,19:15:26
John Fornes,42,53.48,02-07-2023,19:15:26
Larry Schmitt,44,45.87,02-07-2023,19:15:26
Matthew Cartwright,57,80.02,02-07-2023,19:15:26
Larry Strickland,40,22.63,02-07-2023,19:15:26
Markus Rodriguez,32,99.15,02-07-2023,19:15:26
Lorraine Nesmith,56,39.43,02-07-2023,19:15:26
Jerry Wahid,62,83.31,02-07-2023,19:15:26
Dorothy Lawless,25,29.46,02-07-2023,19:15:26
Jose Carpenter,32,43.22,02-07-2023,19:15:27
James Lewis,49,95.84,02-07-2023,19:15:27
Patrick Schneeman,34,71.4,02-07-2023,19:15:27
Donald Spader,35,55.93,02-07-2023,19:15:27
Brian Palmer,51,95.57,02-07-2023,19:15:27
Michelle Montenegro,30,57.25,02-07-2023,19:15:27
Andrew Fernandez,57,24.59,02-07-2023,19:15:27
Jose Fletcher,18,74.77,02-07-2023,19:15:27
Ronald Lunsford,61,58.68,02-07-2023,19:15:27
Kerry Fortunato,24,59.52,02-07-2023,19:15:27
